object_id,region_id,raw_label,nyu_id,nyu40_id,nyu_label,nyu40_label,object_bbox_cx,object_bbox_cy,object_bbox_cz,object_bbox_xlength,object_bbox_ylength,object_bbox_zlength,object_bbox_heading,object_front_heading,object_color_r1,object_color_g1,object_color_b1,object_color_scheme1,object_color_scheme_percentage1,object_color_scheme_average_dist1,object_color_r2,object_color_g2,object_color_b2,object_color_scheme2,object_color_scheme_percentage2,object_color_scheme_average_dist2,object_color_r3,object_color_g3,object_color_b3,object_color_scheme3,object_color_scheme_percentage3,object_color_scheme_average_dist3
0,0,computer tower,46,40,computer,otherprop,-1.3040426359102868,0.5334687497307666,0.2750769406557083,0.647258992205373,0.27599039682803145,0.5937754809856415,-3.1073784557032225,_,0,0,0,black,0.8293706293706293,25.031731421786528,47,79,79,gray,0.15944055944055943,30.457073571795263,_,_,_,_,_,_
1,0,monitor,49,40,monitor,otherprop,1.319358584699729,0.809855093415612,1.0231485068798065,0.6090523288635727,0.14266975732830983,0.39766794443130493,0.8608711786676507,_,255,255,255,white,0.525691699604743,0.46706281265264654,105,105,105,gray,0.35889328063241105,11.486929535315106,_,_,_,_,_,_
2,0,monitor,49,40,monitor,otherprop,-1.6380936349703736,-1.0006742388056582,1.092061311006546,0.48305914216329904,0.08129912847508747,0.39233964681625366,1.3466726122140074,-0.7057644886752646,47,79,79,gray,0.8627450980392157,26.879160542580262,0,0,0,black,0.1238390092879257,29.06902772107039,_,_,_,_,_,_
3,0,monitor,49,40,monitor,otherprop,1.3563690933752626,2.030317964014044,1.1281083524227142,0.5890269781869055,0.17980870768349932,0.36524444818496704,-0.9065627150830637,-1.9473641133491244,47,79,79,gray,0.7863436123348018,10.32268110521175,216,191,216,purple,0.12555066079295155,4.086722747029038,_,_,_,_,_,_
4,0,monitor,49,40,monitor,otherprop,1.5131862011624662,-0.49427806550523606,0.9955934286117554,0.6232111035009102,0.20056687900596049,0.5011913776397705,-1.566929459831585,_,47,79,79,gray,0.5386996904024768,20.818171482396462,0,0,0,black,0.40789473684210525,24.892090737906873,_,_,_,_,_,_
5,0,monitor,49,40,monitor,otherprop,-1.648582403008243,-1.6570077467877689,1.0897735357284546,0.766491676117285,0.22115730406791667,0.5093395709991455,1.727516337951507,-0.167049822066097,47,79,79,gray,0.4169761273209549,15.897800442739804,72,61,139,purple,0.2222811671087533,14.178510680046408,65,105,225,blue,0.19257294429708222,13.782175877292092
6,0,monitor,49,40,monitor,otherprop,-1.6354317375119671,0.1405967793674688,1.0230636596679688,0.67780149343212,0.08194461862137281,0.41170835494995117,1.5221367694381884,0.32715526488689944,47,79,79,gray,0.8810126582278481,22.88323713472214,_,_,_,_,_,_,_,_,_,_,_,_
7,0,wall,21,1,wall,wall,0.2525568023668432,2.5283983147776046,0.798022273927927,2.5166537118822747,0.14745167605376608,1.5627145692706108,3.136658261289231,_,210,180,140,brown,0.6112749349522983,4.302810489233185,255,218,185,yellow,0.21561144839549,3.702195310827752,47,79,79,gray,0.1396357328707719,12.796599616332706
8,0,chair,5,5,chair,chair,0.6146367513157033,1.5097686458422896,0.4750669561326504,0.6151448291212636,0.6380964581618747,1.0175435617566109,-1.5286416333377415,-1.6248680840526224,0,0,0,black,0.5313876651982379,26.939944710495183,47,79,79,gray,0.4487885462555066,26.771912637865938,_,_,_,_,_,_
9,0,chair,5,5,chair,chair,0.5262174724723012,-0.0487930840184055,0.43930148519575596,0.6513623721295084,0.5536209722230852,0.9844356887042522,1.130835518900172,1.306584007354973,47,79,79,gray,0.6014533258803801,19.85670826052333,160,82,45,brown,0.2286193404136389,13.991821717579423,0,0,0,black,0.1509223029625489,28.947538456154184
10,0,chair,5,5,chair,chair,-0.750157009076404,-1.360266730486051,0.5253132469952106,0.6712386543782711,0.49875748683515475,0.9880757555365562,2.222205165838407,2.1359050917683198,47,79,79,gray,0.7656182679879362,19.950707610874943,160,82,45,brown,0.14735028005170187,16.434437709948515,_,_,_,_,_,_
11,0,chair,5,5,chair,chair,-0.02917875017209186,0.550201957410411,0.36065538227558136,0.5911228495981846,0.45484674961821764,0.0855470597743988,-1.2776483587672336,_,205,133,63,brown,0.4919236417033774,14.869319394253473,105,105,105,gray,0.4787077826725404,18.189251502338198,_,_,_,_,_,_
12,0,floor,11,2,floor,floor,-0.132337240445164,0.0035113102350998026,0.04544287547469139,5.1204019800217,3.66012012732435,0.3055795505642891,-1.5710376511660107,_,47,79,79,gray,0.749873396353815,22.909584178557285,0,0,0,black,0.20193281566509116,25.945191589049614,_,_,_,_,_,_
13,0,shelf,42,15,shelves,shelves,1.4560575618048253,-1.4836615477114534,1.0772148668766022,1.01263339439925,0.39566012684777485,1.363433063030243,1.5513791855521233,2.884444658651959,139,69,19,brown,0.9199029126213593,16.46635453172784,_,_,_,_,_,_,_,_,_,_,_,_
14,0,shelf,42,15,shelves,shelves,-0.30629075219958507,-2.3285770737030194,0.7108189351856709,0.9799245560481393,0.4056408365839439,1.2438177093863487,-0.04658324987973191,_,160,82,45,brown,0.8525373134328358,13.862395636367053,47,79,79,gray,0.13940298507462687,25.67816293902157,_,_,_,_,_,_
15,0,fan,74,40,fan,otherprop,-0.3923100951844713,-2.4074063448621037,0.45112331211566925,0.590720982179172,0.23538433069124087,0.5509441792964935,3.1057034251892115,_,160,82,45,brown,0.9396788092440266,12.34278340337229,_,_,_,_,_,_,_,_,_,_,_,_
16,0,desk,36,14,desk,desk,1.2175330882999704,1.6651766549962463,0.4289785660803318,1.7692885986047031,0.7797354254307041,0.9300521537661552,-1.4597705594413488,2.3003900166385876,47,79,79,gray,0.3570612866387514,17.375292902406866,160,82,45,brown,0.3357441948991245,12.195693809986535,0,0,0,black,0.18424057860677578,26.866841079392486
17,0,desk,36,14,desk,desk,-1.5231332511220836,-0.6048179796071396,0.47561831399798393,0.8687058674982193,3.7606548620475033,0.907855249941349,0.018088851252135767,-1.1979425954550487,160,82,45,brown,0.3550572673011776,15.791145123425773,47,79,79,gray,0.3105339570898532,19.856471056023157,255,255,255,white,0.11953540893692531,0.622586496911002
18,0,trash can,12,39,garbage bin,otherfurniture,-0.13575458278584393,2.4514641416077025,0.15828797221183777,0.3104092890956246,0.20487244906261992,0.3058244585990906,-0.09181638943072058,_,25,25,112,navy,0.5328185328185329,12.002155770570225,47,79,79,gray,0.19498069498069498,22.8723835856256,72,61,139,purple,0.13127413127413126,19.8191606264994
19,0,speaker,54,40,speaker,otherprop,-1.6346682815131868,-0.4693749383700039,0.9104520380496979,0.5309566323657855,0.17874667713482428,0.2926329970359802,-1.3633658335971082,_,47,79,79,gray,0.5137880986937591,26.619767645404853,160,82,45,brown,0.4107402031930334,18.320313696144055,_,_,_,_,_,_
20,0,speaker,54,40,speaker,otherprop,-1.6985073104699782,0.6607331015668517,0.8883705139160156,0.19577534196323332,0.32860434286785434,0.29134607315063477,-0.16621263192499658,_,47,79,79,gray,0.6143667296786389,25.40986184477022,0,0,0,black,0.2551984877126654,32.90620231722264,160,82,45,brown,0.1266540642722117,18.518470160852118
21,0,box,26,29,box,box,1.4074421787602986,-1.4399913071892512,0.8019595742225647,0.811976766866365,0.21273314669440246,0.3039252758026123,-1.6063901561508551,_,139,69,19,brown,0.49022556390977445,21.143201167336812,178,34,34,maroon,0.18947368421052632,20.319674181756017,0,0,0,black,0.16842105263157894,32.44842768482845
22,0,box,26,29,box,box,0.6438803056088342,-1.4773162445586656,0.6604539155960083,0.4313693860189216,0.3105430905895811,0.5116544961929321,-1.8423312736726325,_,222,184,135,brown,0.7796610169491526,6.06349125849459,255,218,185,yellow,0.12578055307760927,3.5834314695852574,_,_,_,_,_,_
23,0,box,26,29,box,box,0.5423308595284628,-1.3734055246239192,0.23172017186880112,0.8376433795873672,0.2965481736874944,0.5097509175539017,1.0504763727901456,_,210,180,140,brown,0.4426419466975666,10.094786941678702,105,105,105,gray,0.3522595596755504,13.332333339105174,_,_,_,_,_,_
24,0,keyboard,47,40,keyboard,otherprop,1.156339683065013,-0.5291478236660708,0.7232942283153534,0.4397770913543835,0.17652892702353262,0.05028802156448364,1.445795976865091,_,160,82,45,brown,0.7405405405405405,22.230475932619957,47,79,79,gray,0.22162162162162163,20.165634401958084,_,_,_,_,_,_
25,0,window,59,9,window,window,1.6466910630279994,1.303326288433715,1.1619416177272797,2.101025947059779,0.2808620881965611,0.8377609848976135,1.5687447231025904,_,255,255,255,white,0.4336250911743253,0.6568857344513271,192,192,192,gray,0.4166666666666667,3.550229568034599,_,_,_,_,_,_
26,0,wall,21,1,wall,wall,1.6273521079623312,0.7860425961670194,0.8151749148964882,3.5638170797926767,0.4549902885582855,1.6222501248121262,-1.4357979889808876,_,244,164,96,brown,0.39775081385025157,8.11296068318103,47,79,79,gray,0.36194140278188813,18.185299907533505,238,232,170,yellow,0.15862681266646936,6.184121220528905
27,0,monitor,49,40,monitor,otherprop,1.4660571181942723,1.3741324597153763,1.1187374889850616,0.7130388185180737,0.11697420084355703,0.4367768168449402,-1.5273108782616862,-2.574645014644898,47,79,79,gray,0.9451219512195121,12.054600030515019,_,_,_,_,_,_,_,_,_,_,_,_
28,0,papers,15,26,paper,paper,1.0951111444828534,0.8064948882827201,0.7287006676197052,0.371299450669506,0.2653199921250776,0.06542140245437622,-3.0180510217557823,_,250,250,210,yellow,0.4749034749034749,0.9690851338635705,160,82,45,brown,0.29343629343629346,7.075679563702784,_,_,_,_,_,_
29,0,desk,36,14,desk,desk,1.2844112637935197,-0.1147001601294825,0.42246873676776886,1.943587120279414,0.8077977070436192,0.8816634118556976,-1.529807990769256,2.480998166082987,139,69,19,brown,0.5840738209159262,12.841280935410426,47,79,79,gray,0.1394395078605605,14.405938261871205,210,105,30,orange,0.1346548188653452,8.635455946782132
30,0,file cabinet,3,3,cabinet,cabinet,1.1632668245338897,0.45713716923701203,0.32618655264377594,0.7734877469546715,0.37584657707972213,0.7089086472988129,2.6177569477315084,_,47,79,79,gray,0.7552182163187856,27.50520152201197,160,82,45,brown,0.14895635673624288,21.310478693303395,_,_,_,_,_,_
31,0,file cabinet,3,3,cabinet,cabinet,0.9146397139350388,2.2253525178820195,0.3555586561560631,0.6462128600344796,0.36010797932749883,0.6974368840456009,2.4610585953291,_,47,79,79,gray,0.6884765625,25.969485336403338,0,0,0,black,0.271484375,29.301324217809444,_,_,_,_,_,_
32,0,computer tower,46,40,computer,otherprop,1.1863538449908135,1.9687021985317121,0.29323873668909073,0.6868359833103159,0.31760691736200664,0.5785104483366013,-0.16448732740834285,_,0,0,0,black,0.8231338264963013,24.216401243568153,47,79,79,gray,0.17014122394082046,30.532553516013415,_,_,_,_,_,_
33,0,backpack,206,40,backpack,otherprop,1.2712812490797198,-0.08181167329780964,0.7790779769420624,0.552076702467021,0.4402898474892234,0.1822020411491394,-2.1260490278337647,_,47,79,79,gray,0.6571936056838366,26.413896305187873,160,82,45,brown,0.27708703374777977,15.41924797669675,_,_,_,_,_,_
34,0,jacket,324,40,jacket,otherprop,0.5300248343834016,1.7379247867402818,0.6133898496627808,0.6321877718034883,0.22700287925812113,0.7518504858016968,-3.095164260970691,_,47,79,79,gray,0.7367886178861789,25.474527878368246,0,0,0,black,0.2225609756097561,29.61384497519835,_,_,_,_,_,_
35,0,box,26,29,box,box,1.472049406173803,-1.3578154759808838,1.185204267501831,0.6107642063022394,0.34140076115503004,0.3448939323425293,-1.6365395898282766,_,139,69,19,brown,0.9965457685664939,12.634410998461547,_,_,_,_,_,_
