name,cleaned,nyuId,nyu40id,nyuClass,nyu40class
ash can,trash can,12,39,garbage bin,otherfurniture
ash tray,ash tray,377,40,ashtray,otherprop
balcony,balcony railing,497,38,railing,otherstructure
balcony door,balcony door,28,8,door,door
balcony door (1),balcony door,28,8,door,door
balcony door hanger,unknown,20,40,unknown,otherprop
balcony frame,unknown,20,40,unknown,otherprop
balcony frame (1),unknown,20,40,unknown,otherprop
balcony frame (10),unknown,20,40,unknown,otherprop
balcony frame (11),unknown,20,40,unknown,otherprop
balcony frame (12),unknown,20,40,unknown,otherprop
balcony frame (13),unknown,20,40,unknown,otherprop
balcony frame (14),unknown,20,40,unknown,otherprop
balcony frame (15),unknown,20,40,unknown,otherprop
balcony frame (16),unknown,20,40,unknown,otherprop
balcony frame (2),unknown,20,40,unknown,otherprop
balcony frame (3),unknown,20,40,unknown,otherprop
balcony frame (4),unknown,20,40,unknown,otherprop
balcony frame (5),unknown,20,40,unknown,otherprop
balcony frame (6),unknown,20,40,unknown,otherprop
balcony frame (7),unknown,20,40,unknown,otherprop
balcony frame (8),unknown,20,40,unknown,otherprop
balcony frame (9),unknown,20,40,unknown,otherprop
bath room,shower,20,38,unknown,otherstructure
bed A quilt,quilt,575,40,quilt,otherprop
bed Aa,bed,157,4,bed,bed
bed Ab,mattress,576,4,mattress,bed
bed B,bed,157,4,bed,bed
bed B quilt,quilt,575,40,quilt,otherprop
bedroom light,bedroom light,62,38,light,otherstructure
bedroom light (1),bedroom light,62,38,light,otherstructure
bedroom light (2),bedroom light,62,38,light,otherstructure
bedside chest A,nightstand,158,32,night stand,night stand
bedside chest A (1),nightstand,158,32,night stand,night stand
bedside chest B,nightstand,158,32,night stand,night stand
bedside chest B (1),nightstand,158,32,night stand,night stand
bedside lamp A,lamp,144,35,lamp,lamp
bedside lamp A (1),lamp,144,35,lamp,lamp
bedside lamp A (2),lamp,144,35,lamp,lamp
book A,book,1,40,book,otherprop
book B,book,1,40,book,otherprop
carpet A,carpet,130,40,rug,otherprop
carpet B,carpet,130,40,rug,otherprop
carpet C,carpet,130,40,rug,otherprop
celling light,ceiling light,62,38,light,otherstructure
celling light (1),ceiling light,62,38,light,otherstructure
celling light (10),ceiling light,62,38,light,otherstructure
celling light (11),ceiling light,62,38,light,otherstructure
celling light (12),ceiling light,62,38,light,otherstructure
celling light (13),ceiling light,62,38,light,otherstructure
celling light (14),ceiling light,62,38,light,otherstructure
celling light (15),ceiling light,62,38,light,otherstructure
celling light (16),ceiling light,62,38,light,otherstructure
celling light (17),ceiling light,62,38,light,otherstructure
celling light (18),ceiling light,62,38,light,otherstructure
celling light (19),ceiling light,62,38,light,otherstructure
celling light (2),ceiling light,62,38,light,otherstructure
celling light (20),ceiling light,62,38,light,otherstructure
celling light (21),ceiling light,62,38,light,otherstructure
celling light (22),ceiling light,62,38,light,otherstructure
celling light (23),ceiling light,62,38,light,otherstructure
celling light (24),ceiling light,62,38,light,otherstructure
celling light (25),ceiling light,62,38,light,otherstructure
celling light (26),ceiling light,62,38,light,otherstructure
celling light (27),ceiling light,62,38,light,otherstructure
celling light (28),ceiling light,62,38,light,otherstructure
celling light (29),ceiling light,62,38,light,otherstructure
celling light (3),ceiling light,62,38,light,otherstructure
celling light (30),ceiling light,62,38,light,otherstructure
celling light (31),ceiling light,62,38,light,otherstructure
celling light (32),ceiling light,62,38,light,otherstructure
celling light (33),ceiling light,62,38,light,otherstructure
celling light (34),ceiling light,62,38,light,otherstructure
celling light (35),ceiling light,62,38,light,otherstructure
celling light (36),ceiling light,62,38,light,otherstructure
celling light (37),ceiling light,62,38,light,otherstructure
celling light (38),ceiling light,62,38,light,otherstructure
celling light (39),ceiling light,62,38,light,otherstructure
celling light (4),ceiling light,62,38,light,otherstructure
celling light (40),ceiling light,62,38,light,otherstructure
celling light (41),ceiling light,62,38,light,otherstructure
celling light (42),ceiling light,62,38,light,otherstructure
