name,cleaned,nyuId,nyu40id,nyuClass,nyu40class
SM_Wifi_LOD0,wifi,91,40,modem,otherprop
SM_YellowFolder_LOD0,folder,85,23,books,books
BlockGlassFramed (2),block glass framed,59,9,window,window
BlockGlassFramed (3),block glass framed,59,9,window,window
BlockGlass4m (2),block glass,59,9,window,window
BlockGlass4m (4),block glass,59,9,window,window
Pot11_1 (1),pot,16,40,pot,otherprop
BlockGlassFramed (1),block glass framed,59,9,window,window
SM_HomePlant3_4_LOD0,plant,82,40,plant,otherprop
BlockGlass4m (1),block glass,59,9,window,window
BlockGlass4m (3),block glass,59,9,window,window
Pot11_2 (1),pot,16,40,pot,otherprop
Pot11_2,pot,16,40,pot,otherprop
Pot11_1 (3),pot,16,40,pot,otherprop
Tray,tray,179,40,tray,otherprop
Pot11_1 (4),pot,16,40,pot,otherprop
Pot11_1 (2),pot,16,40,pot,otherprop
Pot11_1 (5),pot,16,40,pot,otherprop
SM_StepstoolS_LOD0,stepstool,20,39,unknown,otherfurniture
SM_TableBigConferenceWoodDark_LOD0,conference table,19,7,table,table
SM_TableCups_LOD0,table,19,7,table,table
SM_ToiletPaper_LOD0,toilet paper,139,40,toilet paper,otherprop
SM_ToiletUnitS_LOD0,toilet,124,33,toilet,Toilet
SM_TrayPapers_LOD0,tray papers,77,40,paper rack,otherprop
VideoBeamStraight,video beam,90,40,projector,otherprop
SM_WashBase_LOD0,sink,24,34,sink,Sink
SM_WaterCoolerS_LOD0,water cooler,234,40,coffee machine,otherprop
SM_WideMonitor_LOD0,monitor,49,25,monitor,television
SM_Red2Folder_LOD0,folder,85,23,books,books
SM_RedFolder_LOD0,folder,85,23,books,books
SM_RoundCoffeeTableMetalNetS_LOD0,coffee table,19,7,table,table
SM_ScannerS_LOD0,scanner,537,40,flatbed scanner,otherprop
SM_ShelvesMultipleS_LOD0,shelves,42,15,shelves,Shelves
SM_SimpleDeskWoodLightS_LOD0,desk,19,7,table,table
SodaCan1,soda can,35,40,cup,otherprop
SodaCupExtraSmall,soda can,35,40,cup,otherprop
SM_SodaMachine_LOD0,coffee machine,234,40,coffee machine,otherprop
SM_Sofa11Fotel1_LOD0,sofa,5,5,chair,chair
SM_SofaLeatherBlack3_LOD0,sofa,5,5,chair,chair
SM_SofaLeatherBlackSmall3_LOD0,sofa,5,5,chair,chair
SpotLamp,lamp,144,35,lamp,lamp
SM_SpotLampStand_LOD0,lamp,144,35,lamp,lamp
SM_SquaredCoffeeTableWoodenS_LOD0,coffee table,19,7,table,table
SM_Stairs2_LOD0,stairs,215,38,stairs,otherstructure
StairsrDoor1,door,28,8,door,door
SM_RecycleMetalS_LOD0,trashcan,12,40,garbage bin,otherprop
SM_RecycleBinS_LOD0,trashcan,12,40,garbage bin,otherprop
SM_PortsS2_LOD0,switch,301,40,light switch,otherprop
SM_ReadingLightS_LOD0,lamp,144,35,lamp,lamp
SM_PurpleFolder_LOD0,folder,1,23,book,books
SM_ProjectorS_LOD0,projector,90,40,projector,otherprop
SM_PotFrame4_LOD0,table,19,7,table,table
Pot11_1,plant,82,40,plant,otherprop
Pot7,plant,82,40,plant,otherprop
SM_Pot1_1_LOD0,plant,82,40,plant,otherprop
SM_PillowColor9_2_LOD0,pillow,119,18,pillow,pillow
SM_PillowColor2_2_LOD0,pillow,119,18,pillow,pillow
PaperCup,paper cup,35,40,cup,otherprop
SM_PancilsMug_LOD0,pencils mug,35,40,cup,otherprop
SM_Paint_LOD0,paint,64,11,picture,picture
SM_OfficeChairTextilDarkBrown_LOD0,chair,5,5,chair,chair
SM_OfficeChairTextilBrown_LOD0,chair,5,5,chair,chair
SM_OfficeChairLeatherMetalBrown_LOD0,chair,5,5,chair,chair
SM_OfficeChairLeatherBlack_LOD0,chair,5,5,chair,chair
SM_Mouse_LOD0,mouse,103,40,mouse,otherprop
SM_MonitorSuperWideS_LOD0,monitor,49,25,monitor,television
SM_MonitorSimple_LOD0,monitor,49,25,monitor,television
SM_MicrowaveS_LOD0,microwave,13,40,microwave,otherprop
SM_LaptopBS_LOD0,laptop,37,40,laptop,otherprop
SM_KeyboardAS_LOD0,keyboard,47,40,keyboard,otherprop
SM_Juice_LOD0,juice,2,40,bottle,otherprop
SM_HomePlant1_1_LOD0,plant,82,40,plant,otherprop
SM_HomePlant5_3_LOD0,plant,82,40,plant,otherprop
SM_HomePlant4_2_LOD0,plant,82,40,plant,otherprop
SM_HomePlant3_1_LOD0,plant,82,40,plant,otherprop
SM_HomePlant2_4_LOD0,plant,82,40,plant,otherprop
SM_HomePlant1_2_LOD0,plant,82,40,plant,otherprop
SM_HandDryerS_LOD0,hand dryer,20,40,unknown,otherprop
SM_GlassDoor_LOD0,glass door,28,8,door,door
SM_FridgeDrinks_LOD0,fridge drinks,17,24,refridgerator,refridgerator
SM_FotelLeatherBlackSmall_LOD0,sofa,83,6,sofa,sofa
SM_Folders_LOD0,folders,213,40,folders,otherprop
SM_FlowerBox2S_LOD0,flower box,3,3,cabinet,cabinet
SM_FlowerBox1S_LOD0,flower box,3,3,cabinet,cabinet
FloorSide,floor,11,2,floor,floor
SM_FloorPanel_LOD0,column,94,38,column,otherstructure
SM_FloorMiddle_LOD0,floor,11,2,floor,floor
BlockGlassFramed,block glass,59,9,window,window
FloorLamp,lamp,144,35,lamp,lamp
FloorAngle,floor,11,2,floor,floor
SM_FireExtinguisherPipes_LOD0,fire extinguisher pipes,26,40,box,otherprop
